order_no,slug,bolum,alt_bolum,kayit_turu,ekleyen,baslik,aciklama,url,file_id,dosya_tipi,mime_type,gizlilik,public_import,import_onerisi,etiketler,source_path,status
182,hr-esop-ve-cap-table-corteqs-tr-cap-table-v1-docx,HR,ESOP ve Cap Table,Link,UBT,CorteQS TR Cap Table V1.docx,Türkiye tarafı cap table versiyonunu içeren dokümandır.,https://docs.google.com/document/d/10VdKstIXIrqF5FDUIMNeEIB7KHUtJC80/edit?usp=drivesdk&rtpof=true&sd=true,10VdKstIXIrqF5FDUIMNeEIB7KHUtJC80,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"esop,cap table,hr",HR,active
183,hr-ekip-ve-i-lanlar-eki-p-i-lani-web-sekmesi-docx,HR,Ekip ve İlanlar,Link,UBT,EKİP İLANI WEB SEKMESİ_.docx,Ekip ilanlarının web sayfasında nasıl sunulacağını anlatan dokümandır.,https://docs.google.com/document/d/1OdkqycMLz2zdUSFzokkRRBcCURjsL9f7/edit?usp=drivesdk&rtpof=true&sd=true,1OdkqycMLz2zdUSFzokkRRBcCURjsL9f7,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"ekip,ilan,hr",HR / EKİP + İlanlar,active
184,hr-ekip-ve-i-lanlar-corteqs-ilk-6-ay-ekip-duyurulari-v1-docx,HR,Ekip ve İlanlar,Link,UBT,CorteQS_Ilk_6_Ay_Ekip_Duyurulari V1.docx,İlk 6 ay için ekip duyuruları ve işe alım iletişim planını içeren dokümandır.,https://docs.google.com/document/d/1Qa7_LK70zEnoVKXl9_upvX07VRehKJQe/edit?usp=drivesdk&rtpof=true&sd=true,1Qa7_LK70zEnoVKXl9_upvX07VRehKJQe,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"ekip,ilan,hr",HR / EKİP + İlanlar,active
185,hr-ekip-ve-i-lanlar-eki-p-ucret-hi-sse-xlsx,HR,Ekip ve İlanlar,Link,UBT,EKİP_ÜCRET_HİSSE.xlsx,"Ekip ücret, hisse veya paylaşım yapısının takip edildiği tablo dosyasıdır.",https://docs.google.com/spreadsheets/d/1ko80NTodZO0pEYC--vj2J_zonbXC-M55/edit?usp=drivesdk&rtpof=true&sd=true,1ko80NTodZO0pEYC--vj2J_zonbXC-M55,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,confidential,False,IMPORT_INTERNAL_DB,"ekip,ilan,hr",HR / EKİP + İlanlar,active
186,hr-ekip-ve-i-lanlar-corteqs-full-kadro-plani-docx,HR,Ekip ve İlanlar,Link,UBT,CorteQS_Full_Kadro_Plani.docx,CorteQS için tam kadro planı ve ekip yapılanmasını anlatan dokümandır.,https://docs.google.com/document/d/1vZ8LQ3BZUL5WV1LVm2fGjQTURLBEIkJC/edit?usp=drivesdk&rtpof=true&sd=true,1vZ8LQ3BZUL5WV1LVm2fGjQTURLBEIkJC,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"ekip,ilan,hr",HR / EKİP + İlanlar,active
187,hr-cv-qs-tahsi-nden-basvurular-xlsx,HR,CV,Link,UBT,QS-TAHSİNDEN _BAŞVURULAR.xlsx,Başvuru veya aday takip süreci için kullanılan CV/başvuru takip tablosudur.,https://docs.google.com/spreadsheets/d/1JAOAtcaos7VZwqu1Sw84MCKBgmz_gFJN/edit?usp=drivesdk&rtpof=true&sd=true,1JAOAtcaos7VZwqu1Sw84MCKBgmz_gFJN,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,confidential,False,IMPORT_INTERNAL_DB,"cv,başvuru,hr",HR / CV,active
188,hr-cv-cihan-akinci-cv-eng2-pdf,HR,CV,Link,UBT,Cihan Akıncı CV - Eng2.pdf,Cihan Akıncı İngilizce CV dosyasını içeren hassas insan kaynakları belgesidir.,https://drive.google.com/file/d/1PuXyFYVhcIscOTsvEaT9ts4vCYf_tLGM/view?usp=drivesdk,1PuXyFYVhcIscOTsvEaT9ts4vCYf_tLGM,PDF,application/pdf,confidential,False,IMPORT_INTERNAL_DB,"cv,başvuru,hr",HR / CV,active
189,hr-core-ekip-teklifleri-corteqs-seren-uzluer-tekli-f-content-lead-pdf,HR,Core Ekip Teklifleri,Link,UBT,Corteqs_ SEREN UZLUER TEKLİF-Content Lead -.pdf,Seren Uzluer için Content Lead teklif belgesini içeren hassas HR dosyasıdır.,https://drive.google.com/file/d/1E0xzWFdOtyryGvmj4LblSsvCKv4PPeJz/view?usp=drivesdk,1E0xzWFdOtyryGvmj4LblSsvCKv4PPeJz,PDF,application/pdf,confidential,False,IMPORT_INTERNAL_DB,"teklif,hr,hassas",HR / CORE EKİP TEKLİFLER,active
190,hr-core-ekip-teklifleri-cihan-akinci-teklif-docx,HR,Core Ekip Teklifleri,Link,UBT,Cihan Akıncı Teklif.docx,Cihan Akıncı için hazırlanmış teklif dokümanıdır.,https://docs.google.com/document/d/1u4FtyBxhTrWS4Xsy3enJliy_GR7OAYp8/edit?usp=drivesdk&rtpof=true&sd=true,1u4FtyBxhTrWS4Xsy3enJliy_GR7OAYp8,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"teklif,hr,hassas",HR / CORE EKİP TEKLİFLER,active
191,hr-core-ekip-teklifleri-cmo-seren-uzluer-teklif-gecersi-zdi-r-docx,HR,Core Ekip Teklifleri,Link,UBT,CMO Seren Uzluer teklif -GEÇERSİZDİR.docx,Geçersiz olarak işaretlenmiş Seren Uzluer CMO teklif dokümanıdır.,https://docs.google.com/document/d/13Poz1gCxq2Or_3-t-mWk3fUpCZlwnplQ/edit?usp=drivesdk&rtpof=true&sd=true,13Poz1gCxq2Or_3-t-mWk3fUpCZlwnplQ,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"teklif,hr,hassas",HR / CORE EKİP TEKLİFLER,active
192,gorseller-genel-gorseller-logocorteqsbig-png,Görseller,Genel Görseller,Link,UBT,logocorteqsbig.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1xzFyCGMKGn5Fn3BJj-mqaNAVR3cfYLZg/view?usp=drivesdk,1xzFyCGMKGn5Fn3BJj-mqaNAVR3cfYLZg,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
193,gorseller-genel-gorseller-cccccubterzioglu-de-jpg,Görseller,Genel Görseller,Link,UBT,cccccubterzioglu.de.jpg,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1lnebgaEgRoD8Pb_9ToOCgilUbTiQ0QGd/view?usp=drivesdk,1lnebgaEgRoD8Pb_9ToOCgilUbTiQ0QGd,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
194,gorseller-genel-gorseller-cococococo-png,Görseller,Genel Görseller,Link,UBT,cococococo.png,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1f7ZoUEaJgPeB6_r3VgUcvKyo2iW7rYQX/view?usp=drivesdk,1f7ZoUEaJgPeB6_r3VgUcvKyo2iW7rYQX,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
195,gorseller-genel-gorseller-logomailicin-png,Görseller,Genel Görseller,Link,UBT,logomailicin.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1CdBsvGieIub93_sZc96gZ0KHp8XweOrU/view?usp=drivesdk,1CdBsvGieIub93_sZc96gZ0KHp8XweOrU,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
196,gorseller-genel-gorseller-2026-corteqs-png,Görseller,Genel Görseller,Link,UBT,2026 CorteQS.png,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1IOBmoOPDePKpBbVEnxRtiejXe9MqxMGo/view?usp=drivesdk,1IOBmoOPDePKpBbVEnxRtiejXe9MqxMGo,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
197,gorseller-genel-gorseller-cortee-png,Görseller,Genel Görseller,Link,UBT,cortee.png,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1PRzu7wOS83pCJbiBHVODeuWAGI8cTldb/view?usp=drivesdk,1PRzu7wOS83pCJbiBHVODeuWAGI8cTldb,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
198,gorseller-genel-gorseller-corteqs-logo-globe-cm4fhxvl-png,Görseller,Genel Görseller,Link,UBT,corteqs-logo-globe-Cm4fHxvl.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1G2u24RnsJGkJSurf7DILbISmRs7PMNno/view?usp=drivesdk,1G2u24RnsJGkJSurf7DILbISmRs7PMNno,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
199,gorseller-genel-gorseller-ggggggg-png,Görseller,Genel Görseller,Link,UBT,ggggggg.png,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1o_Y5B6XOVlUCw3Fo8PV2oX-_vmzkEZ4e/view?usp=drivesdk,1o_Y5B6XOVlUCw3Fo8PV2oX-_vmzkEZ4e,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
200,gorseller-genel-gorseller-cortiiiiiii-png,Görseller,Genel Görseller,Link,UBT,cortiiiiiii.png,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1PTLnJlqPgyQWfF38nIcewd5u4G5h3QH-/view?usp=drivesdk,1PTLnJlqPgyQWfF38nIcewd5u4G5h3QH-,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
201,gorseller-genel-gorseller-waonnanooss-png,Görseller,Genel Görseller,Link,UBT,waonnanooss.png,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1aeD7P_Yic_E1miATRT8slUrTMV49Ha76/view?usp=drivesdk,1aeD7P_Yic_E1miATRT8slUrTMV49Ha76,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
202,gorseller-genel-gorseller-0logomail-png,Görseller,Genel Görseller,Link,UBT,0logomail.png,CorteQS marka kimliği ve logo kullanımı için saklanan görsel veya tasarım dosyasıdır.,https://drive.google.com/file/d/1n91hV3GPjYGiOIA-epf9Odk8glJchiP0/view?usp=drivesdk,1n91hV3GPjYGiOIA-epf9Odk8glJchiP0,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
203,gorseller-genel-gorseller-1024cor-png,Görseller,Genel Görseller,Link,UBT,1024cor.png,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/138ruqyLVSZaBSMb-48TjvkoylHBwDMxt/view?usp=drivesdk,138ruqyLVSZaBSMb-48TjvkoylHBwDMxt,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
204,gorseller-genel-gorseller-geliyoruz-jpg,Görseller,Genel Görseller,Link,UBT,geliyoruz.jpg,Genel Görseller bölümünde kullanılan görsel varlık veya ekran görüntüsü dosyasıdır.,https://drive.google.com/file/d/1pm82GTsAqUgVoxmiwPxI-WbnihelYrKn/view?usp=drivesdk,1pm82GTsAqUgVoxmiwPxI-WbnihelYrKn,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"görsel,logo,corteqs",GORSELLER,active
205,gorseller-social-media-insta-23-04-2026-crousel-1-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 1.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1H8SbKQM3PW9jpF5R4LT4cr2rQOlzUNyT/view?usp=drivesdk,1H8SbKQM3PW9jpF5R4LT4cr2rQOlzUNyT,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
206,gorseller-social-media-insta-23-04-2026-crousel-5-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 5.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1ws28yDpl_CCOYJsQZ4V3c9RECO5ERKWg/view?usp=drivesdk,1ws28yDpl_CCOYJsQZ4V3c9RECO5ERKWg,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
207,gorseller-social-media-insta-23-04-2026-crousel-9-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 9.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1FXTeakgvX0vmmQU8wJZiCvlX7wSzylhb/view?usp=drivesdk,1FXTeakgvX0vmmQU8wJZiCvlX7wSzylhb,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
208,gorseller-social-media-insta-23-04-2026-crousel-2-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 2.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1tOqofe-YzIQe2npFHED4DezUMtSsvkvJ/view?usp=drivesdk,1tOqofe-YzIQe2npFHED4DezUMtSsvkvJ,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
209,gorseller-social-media-insta-23-04-2026-crousel-6-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 6.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1kdlS_hh2ERSuZNMYq4mjJ-6mFe1dwS-1/view?usp=drivesdk,1kdlS_hh2ERSuZNMYq4mjJ-6mFe1dwS-1,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
210,gorseller-social-media-insta-23-04-2026-crousel-8-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 8.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1scMvIslbaJEH6xvUL02cDuwva0pON4M-/view?usp=drivesdk,1scMvIslbaJEH6xvUL02cDuwva0pON4M-,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
211,gorseller-social-media-insta-23-04-2026-crousel-4-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 4.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1X6NKCy9YQW_w5ILjO2IvEN6zREl1fgsy/view?usp=drivesdk,1X6NKCy9YQW_w5ILjO2IvEN6zREl1fgsy,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
212,gorseller-social-media-insta-23-04-2026-crousel-3-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 3.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/18Zwr-mNhxlW3jsbNeXoRxTxshK7cYwSZ/view?usp=drivesdk,18Zwr-mNhxlW3jsbNeXoRxTxshK7cYwSZ,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
213,gorseller-social-media-insta-23-04-2026-9-16-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,9_16.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1mRFLeiX276YSLShwbD3CIBfj9YnYMiZT/view?usp=drivesdk,1mRFLeiX276YSLShwbD3CIBfj9YnYMiZT,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
214,gorseller-social-media-insta-23-04-2026-crousel-7-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 7.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1frHA2ySOC__GRB8Y16OqpKQoFWDHUFHI/view?usp=drivesdk,1frHA2ySOC__GRB8Y16OqpKQoFWDHUFHI,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
215,gorseller-social-media-insta-23-04-2026-crousel-10-jpeg,Görseller,Social Media / INSTA / 23.04.2026,Link,UBT,CROUSEL 10.jpeg,23.04.2026 tarihli Instagram carousel veya sosyal medya seti için hazırlanmış görsel dosyasıdır.,https://drive.google.com/file/d/1tzc0hAOkOFO0gztnEd1sKMxBra9yYAZr/view?usp=drivesdk,1tzc0hAOkOFO0gztnEd1sKMxBra9yYAZr,JPEG görsel,image/jpeg,public,True,IMPORT_PUBLIC_DB,"instagram,carousel,görsel",GORSELLER / Social Media / INSTA / 23.04.2026,active
216,arge-genel-sepa-mandat-pdf,ARGE,Genel,Link,UBT,Sepa-Mandat.pdf,SEPA mandat veya ödeme yetkilendirme belgesi olarak saklanan finansal dokümandır.,https://drive.google.com/file/d/1r9T7Db1Q909f1RmUtAS5YQ1uk-p8VIML/view?usp=drivesdk,1r9T7Db1Q909f1RmUtAS5YQ1uk-p8VIML,PDF,application/pdf,confidential,False,IMPORT_INTERNAL_DB,"arge,mvp,rag,strateji",ARGE,active
217,arge-genel-turkish-diaspora-platforms-ecosystem-strategic-roadmap-for-a-new-venture-pdf,ARGE,Genel,Link,UBT,Turkish Diaspora Platforms Ecosystem_ Strategic Roadmap for a New Venture.pdf,Türk diasporası platform ekosistemi ve yeni girişim için stratejik yol haritası raporudur.,https://drive.google.com/file/d/1ipe-oYmnyDIFNn3CT0PDxgf19eVoBNnu/view?usp=drivesdk,1ipe-oYmnyDIFNn3CT0PDxgf19eVoBNnu,PDF,application/pdf,internal,False,IMPORT_INTERNAL_DB,"arge,mvp,rag,strateji",ARGE,active
218,arge-genel-corteqs-mvp-doc-docx,ARGE,Genel,Link,UBT,CORTEQS MVP DOC.docx,CorteQS MVP kapsamını ve ürün geliştirme yönünü anlatan ana dokümandır.,https://docs.google.com/document/d/1sMqN8hm1YyzFenQpTaQHeoNGCZQEvK6r/edit?usp=drivesdk&rtpof=true&sd=true,1sMqN8hm1YyzFenQpTaQHeoNGCZQEvK6r,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"arge,mvp,rag,strateji",ARGE,active
219,arge-genel-rag-database-v1-md,ARGE,Genel,Link,UBT,rag_database_v1.md,RAG veri tabanı yapısı veya bilgi tabanı mimarisini anlatan teknik markdown dosyasıdır.,https://drive.google.com/file/d/18pQOPOA6n-6dWPbP1_BQtRxOVtwRIjB9/view?usp=drivesdk,18pQOPOA6n-6dWPbP1_BQtRxOVtwRIjB9,Markdown,text/markdown,internal,False,IMPORT_INTERNAL_DB,"arge,mvp,rag,strateji",ARGE,active
220,arge-genel-degerleme-arastirmasi-docx,ARGE,Genel,Link,UBT,Değerleme Araştırması.docx,CorteQS değerleme ve yatırım perspektifi için hazırlanmış araştırma dokümanıdır.,https://docs.google.com/document/d/1NMb1Csi7sxF_Ai8KZtV0s39j8sjXyIJa/edit?usp=drivesdk&rtpof=true&sd=true,1NMb1Csi7sxF_Ai8KZtV0s39j8sjXyIJa,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"arge,mvp,rag,strateji",ARGE,active
221,arge-genel-corteqs-intelligence-engine-dokumani-docx,ARGE,Genel,Link,UBT,CorteQS_Intelligence_Engine_Dokumani.docx,CorteQS Intelligence Engine fikrini ve teknik/ürünsel yapısını anlatan dokümandır.,https://docs.google.com/document/d/1sQnzjZdSITeNYIcHHxgkmnjJE2qsyOWN/edit?usp=drivesdk&rtpof=true&sd=true,1sQnzjZdSITeNYIcHHxgkmnjJE2qsyOWN,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"arge,mvp,rag,strateji",ARGE,active
